017
num-fields|53
id|int32
image_x|int32
image_y|int32
image_w|int32
image_h|int32
src_x|int32
src_y|int32
src_image|int32
cal_image|int32
ppc|int32
camera|int32
cal_const|double
fringe_size|double
sphere_count|int32
raw_sphere_volume|double
raw_sphere_complement|double
raw_sphere_unknown|double
raw_area|double
raw_feret_max|double
raw_feret_min|double
raw_feret_mean|double
raw_perimeter|double
raw_convex_perimeter|double
raw_legendre_major|double
raw_legendre_minor|double
abd_area|double
abd_diameter|double
length|double
width|double
esd_diameter|double
fd_diameter|double
perimeter|double
convex_perimeter|double
intensity|double
sigma_intensity|double
sum_intensity|double
compactness|double
elongation|double
roughness|double
edge_gradient|double
elapsed_time|double
circle_fit|double
symmetry|double
circularity_hu|double
intensity_calimage|double
raw_convex_hull_area|double
raw_filled_area|double
filled_area|double
feret_max_angle|double
feret_min_angle|double
timestamp|timestamp
collage_file|string
image_id|guid
91|548|1179|40|43|1019|1688|38|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|882.0000|41.0000|32.0000|36.8889|169.4386|113.0273|42.2445|31.4384|57211.6577|269.8965|339.5668|255.8380|301.3203|271.4831|1576.3212|1009.6511|49.3946|28.4517|43566.0000|2.5641|5.8855|1.5613|122.0897|4.3750|0.2907|0.4037|0.8182|0.0000|979.0000|891.0000|57886.2693|-40.0000|20.0000|2021-10-21T03:26:21.760|294-032502 st2 4 juni 2021 50 m halv_000001.tif|8CD9BEBA-B727-47EA-9C05-BFEF6212F423
92|590|1179|203|224|565|1626|38|1|4|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|10979.0000|254.0000|187.0000|217.0278|1310.1535|678.4262|223.3477|122.5419|879271.2896|1058.0751|2321.1484|1697.8340|1977.1884|1058.5259|12188.6196|6269.6701|27.5878|21.9203|302886.0000|12.4313|37.0270|1.9441|145.3671|4.3750|0.0000|0.1189|0.4311|0.0000|28211.0000|10988.0000|880020.5943|-55.0000|60.0000|2021-10-21T03:26:21.760|294-032502 st2 4 juni 2021 50 m halv_000001.tif|0B804BCC-562E-466F-B27A-B430282C8603
93|795|1179|65|51|854|1570|38|1|2|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|1118.0000|63.0000|46.0000|57.4722|220.7939|177.3621|61.6211|37.6758|75056.9052|309.1366|544.2372|386.0828|492.8112|309.1366|2054.0902|1608.1705|33.9275|22.3755|37931.0000|3.4699|8.7874|1.2773|171.6183|4.3750|0.0251|0.4123|0.5457|0.0000|2024.5000|1118.0000|75056.9052|-50.0000|85.0000|2021-10-21T03:26:21.760|294-032502 st2 4 juni 2021 50 m halv_000001.tif|A8FB9E75-7684-4856-84A5-CD4BD2054EC9
94|862|1179|32|49|756|1253|38|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|865.0000|45.0000|28.0000|38.0000|143.0538|116.0179|45.7928|25.6353|55938.8542|266.8774|376.7796|218.6252|311.6572|266.8774|1330.8583|1037.4735|34.8578|23.6988|30152.0000|1.8827|3.6398|1.2828|148.3629|4.3750|0.4518|0.4164|0.7998|0.0000|963.0000|865.0000|55938.8542|-90.0000|0.0000|2021-10-21T03:26:21.760|294-032502 st2 4 juni 2021 50 m halv_000001.tif|C73F09DD-7AB7-4669-8B58-F4B2C0F1EFB7
95|896|1179|47|74|373|1071|38|1|2|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|1408.0000|71.0000|43.0000|59.3056|269.8650|183.2499|74.4974|39.3742|97335.0450|352.0381|618.6628|358.1732|509.8670|356.4891|2510.6081|1662.9457|43.8161|24.9026|61693.0000|4.0246|10.5488|1.5097|108.0043|4.3750|0.1604|0.1219|0.5165|0.0000|2282.0000|1440.0000|99811.9291|-85.0000|0.0000|2021-10-21T03:26:21.760|294-032502 st2 4 juni 2021 50 m halv_000001.tif|4F8BFA52-1C37-45D6-86CB-E059DA1D561D
96|945|1179|83|53|717|1060|38|1|2|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|1581.0000|83.0000|39.0000|63.8056|234.0660|197.0388|80.8116|32.8657|110762.8507|375.5365|730.3012|320.9604|551.7314|375.5365|2177.5630|1791.2273|35.7356|24.3616|56498.0000|2.7576|6.5097|1.2157|145.1133|4.3750|0.0953|0.3621|0.5290|0.0000|2248.5000|1581.0000|110762.8507|20.0000|-70.0000|2021-10-21T03:26:21.760|294-032502 st2 4 juni 2021 50 m halv_000001.tif|C3EBBC08-B14B-4492-B83C-DC582E1B65EB
97|1030|1179|30|30|948|749|38|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|467.0000|34.0000|20.0000|26.8056|84.7696|80.9350|31.7771|19.0336|26877.1413|184.9893|274.4444|144.1996|207.5130|184.9893|788.6281|711.0897|34.0493|21.2457|15901.0000|1.2245|1.0000|1.1090|187.5946|4.3750|0.6485|0.7912|0.8667|0.0000|445.0000|467.0000|26877.1413|-55.0000|45.0000|2021-10-21T03:26:21.760|294-032502 st2 4 juni 2021 50 m halv_000001.tif|13405204-D4CF-40AF-8AEB-8F6314A037CF
98|1062|1179|30|44|738|711|38|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|394.0000|43.0000|22.0000|33.8889|186.7107|103.1371|46.5911|22.3753|21774.5110|166.5058|358.1732|162.8060|273.4107|166.5058|1737.0068|917.6405|69.7157|21.7459|27468.0000|7.0410|20.0700|1.8929|99.3494|4.3750|0.2890|0.4598|0.3756|0.0000|681.0000|394.0000|21774.5110|60.0000|-20.0000|2021-10-21T03:26:21.760|294-032502 st2 4 juni 2021 50 m halv_000001.tif|15FB93CF-04E3-4E3C-97E0-A61F859FE028
99|1094|1179|28|39|402|577|38|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|588.0000|38.0000|22.0000|30.3056|95.8406|91.7732|36.9353|20.6484|35528.1983|212.6873|311.6572|162.8060|240.0742|212.6873|891.6245|811.9199|25.5748|16.2320|15038.0000|1.2431|1.0000|1.0982|205.6024|4.3750|0.5754|0.7064|0.8362|0.0000|569.0000|588.0000|35528.1983|-65.0000|10.0000|2021-10-21T03:26:21.760|294-032502 st2 4 juni 2021 50 m halv_000001.tif|190571EB-3B21-4C45-B269-53310FB0AAC6
100|1124|1179|30|30|830|1421|39|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|496.0000|30.0000|21.0000|26.2778|82.4264|79.5381|29.2282|21.7117|28930.8609|191.9269|237.2316|153.5028|202.6030|191.9269|766.8293|698.0943|29.5141|21.2186|14639.0000|1.0900|1.0000|1.0985|233.0000|4.4850|0.7975|0.8528|0.9528|0.0000|474.5000|496.0000|28930.8609|-40.0000|45.0000|2021-10-21T03:26:21.870|294-032502 st2 4 juni 2021 50 m halv_000001.tif|2A658AAE-4BFF-4EAF-B602-5E68F36C9E24
101|0|1413|46|45|819|1153|39|1|4|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|336.0000|43.0000|35.0000|39.5833|224.0660|121.0411|48.2414|26.9020|17803.3285|150.5586|358.1732|283.7476|326.3873|150.5586|2084.5310|1084.2055|68.9018|23.7892|23151.0000|11.8906|35.3270|1.9226|133.9430|4.4850|0.2998|0.2616|0.2804|0.0000|1048.0000|336.0000|17803.3285|-30.0000|-80.0000|2021-10-21T03:26:21.870|294-032502 st2 4 juni 2021 50 m halv_000001.tif|D787F249-2947-4192-8A35-2B15227DE6A0
102|48|1413|22|32|345|1080|39|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|371.0000|29.0000|18.0000|23.2778|73.3553|70.2656|27.3219|17.4577|20189.8320|160.3324|227.9284|125.5932|174.6934|160.3324|682.4394|611.8306|29.6765|18.3610|11010.0000|1.1542|1.0000|1.1154|216.7143|4.4850|0.6980|0.7735|0.8987|0.0000|351.0000|371.0000|20189.8320|75.0000|0.0000|2021-10-21T03:26:21.870|294-032502 st2 4 juni 2021 50 m halv_000001.tif|13BF29A9-5AA1-4824-94DF-D7F3E033EB2E
103|72|1413|36|33|347|739|39|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|584.0000|38.0000|23.0000|30.9444|100.0833|93.9008|36.2214|21.6631|35239.0342|211.8200|311.6572|172.1092|246.0180|211.8200|931.0946|831.7134|29.3818|18.1323|17159.0000|1.3649|1.6996|1.1195|195.8953|4.4850|0.5615|0.5600|0.8349|0.0000|598.5000|584.0000|35239.0342|-55.0000|35.0000|2021-10-21T03:26:21.870|294-032502 st2 4 juni 2021 50 m halv_000001.tif|CEFD0AB0-DE78-42FC-BE31-E61ED1CA189F
104|110|1413|22|34|848|698|39|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|394.0000|30.0000|18.0000|24.3333|76.1838|73.5969|29.3311|17.2972|21774.5110|166.5058|237.2316|125.5932|184.5135|166.5058|708.7528|642.8223|40.5127|23.5164|15962.0000|1.1722|1.0000|1.1026|159.0308|4.4850|0.6442|0.8091|0.8653|0.0000|370.5000|394.0000|21774.5110|-90.0000|0.0000|2021-10-21T03:26:21.870|294-032502 st2 4 juni 2021 50 m halv_000001.tif|0C6ED46A-C275-45C7-8D78-2C2A80559FFE
105|134|1413|178|329|461|420|39|1|2|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|21961.0000|352.0000|113.0000|245.8333|909.4773|769.3698|305.7542|102.6775|1799790.1349|1513.7913|3232.8620|1009.3972|2245.1723|1554.1410|8461.0489|7115.7371|17.5699|15.8854|385852.0000|2.8476|6.7989|1.1891|205.3697|4.4850|0.0000|0.5018|0.5658|0.0000|28196.5000|23115.0000|1897014.8735|-70.0000|25.0000|2021-10-21T03:26:21.870|294-032502 st2 4 juni 2021 50 m halv_000001.tif|8DD362D6-D190-4B1E-9376-E6B18751EBEA
106|314|1413|43|70|561|64|39|1|2|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|627.0000|66.0000|35.0000|53.4444|194.5097|164.4880|66.8121|27.1659|38357.4075|220.9936|572.1468|283.7476|455.3400|220.9936|1809.5623|1488.4005|67.7799|17.8735|42498.0000|4.8018|13.0085|1.2158|83.2440|4.4850|0.0000|0.1954|0.3069|0.0000|1469.5000|627.0000|38357.4075|-85.0000|-15.0000|2021-10-21T03:26:21.870|294-032502 st2 4 juni 2021 50 m halv_000001.tif|22B249DD-4C77-4B09-934B-EE338A77B770
107|359|1413|28|30|445|1834|40|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|440.0000|30.0000|20.0000|25.1667|79.5980|75.9948|29.3709|19.2000|24977.9726|178.3338|237.2316|144.1996|192.2661|178.3338|740.5159|665.1307|30.3250|16.4636|13343.0000|1.1459|1.0000|1.1133|153.0147|4.5940|0.7157|0.7652|0.9100|0.0000|421.5000|440.0000|24977.9726|40.0000|-30.0000|2021-10-21T03:26:21.984|294-032502 st2 4 juni 2021 50 m halv_000001.tif|72A408ED-1229-4E31-936E-30D5970E85D9
108|389|1413|120|70|560|1660|40|1|7|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|372.0000|116.0000|38.0000|82.6944|228.6518|256.6225|106.6428|46.4633|20258.4737|160.6048|1037.3068|311.6572|727.4586|160.6048|2127.1934|2345.5459|64.8172|14.6769|24112.0000|11.1840|33.1053|0.9069|107.3586|4.5940|0.0000|0.1365|0.0700|0.0000|2662.0000|372.0000|20258.4737|-20.0000|70.0000|2021-10-21T03:26:21.984|294-032502 st2 4 juni 2021 50 m halv_000001.tif|BFB6D851-E4B2-4652-A9D2-1DD1C06FA53D
109|511|1413|182|281|395|1117|40|1|8|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|13662.0000|276.0000|153.0000|217.5556|1690.6631|680.3603|201.4598|127.0362|1103128.1270|1185.1356|2525.8188|1381.5252|1982.0984|1247.4109|15728.5771|6287.6637|49.5487|25.1606|676934.0000|15.0795|45.3517|2.5015|112.6200|4.5940|0.0436|0.3834|0.6772|0.0000|26126.0000|15084.0000|1222106.3033|-75.0000|15.0000|2021-10-21T03:26:21.984|294-032502 st2 4 juni 2021 50 m halv_000001.tif|26AF6DF1-6C93-4019-81B9-82B9B7C5EE0F
110|695|1413|60|50|504|905|40|1|2|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|893.0000|57.0000|45.0000|51.8056|153.7817|159.7535|50.1634|33.6044|58036.2547|271.8346|488.4180|376.7796|440.0930|271.8346|1430.6623|1444.3542|40.3987|22.9512|36076.0000|2.1074|4.3930|0.9905|123.6870|4.5940|0.1686|0.3675|0.6238|0.0000|1469.0000|893.0000|58036.2547|5.0000|-90.0000|2021-10-21T03:26:21.984|294-032502 st2 4 juni 2021 50 m halv_000001.tif|18EFA81A-F657-4F93-828B-F74E97977B6D
111|757|1413|56|35|170|818|40|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|1049.0000|52.0000|29.0000|41.5000|137.9828|127.3571|48.2776|28.8354|69808.6098|298.1327|441.9020|227.9284|344.2184|298.1327|1283.6812|1142.9643|26.5291|17.8963|27829.0000|1.4443|2.0496|1.1231|179.8678|4.5940|0.5435|0.6968|0.8447|0.0000|1078.0000|1049.0000|69808.6098|0.0000|75.0000|2021-10-21T03:26:21.984|294-032502 st2 4 juni 2021 50 m halv_000001.tif|331B5EA5-2275-47A9-B5F5-B52868E5167F
112|815|1413|66|64|683|689|40|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|2445.0000|73.0000|54.0000|61.8611|252.5513|191.1816|70.7900|45.5006|178855.7654|477.2067|637.2692|460.5084|533.6419|477.2067|2349.5352|1736.7365|23.1162|20.2825|56519.0000|2.0759|4.2885|1.3528|202.7443|4.5940|0.4964|0.6739|0.8792|0.0000|2714.5000|2445.0000|178855.7654|40.0000|-70.0000|2021-10-21T03:26:21.984|294-032502 st2 4 juni 2021 50 m halv_000001.tif|D8E6D351-A08A-45FE-AB0E-662F9FD75F58
113|883|1413|71|66|768|597|40|1|2|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|1695.0000|81.0000|37.0000|63.3056|214.9949|195.6352|71.2632|34.3786|119657.1176|390.3232|711.6948|302.3540|547.0798|390.3232|2000.1410|1778.1692|31.1499|21.2986|52799.0000|2.1701|4.6001|1.1248|178.2634|4.5940|0.0588|0.2132|0.6895|0.0000|2267.5000|1695.0000|119657.1176|30.0000|-35.0000|2021-10-21T03:26:21.984|294-032502 st2 4 juni 2021 50 m halv_000001.tif|4C9F2790-35A6-4C18-99DC-DDBB7A5CB20E
114|956|1413|79|116|777|361|40|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|2617.0000|118.0000|73.0000|97.5833|494.6762|303.4026|112.2976|51.1112|192562.0530|495.1541|1055.9132|637.2692|865.9729|495.1541|4602.0715|2780.7504|33.0191|25.3108|86411.0000|7.4410|21.3296|1.6550|161.9977|4.5940|0.0000|0.2158|0.4378|0.0000|5232.0000|2617.0000|192562.0530|70.0000|-15.0000|2021-10-21T03:26:21.984|294-032502 st2 4 juni 2021 50 m halv_000001.tif|B30DE51E-928B-4D53-B33C-509F78DAA730
115|1037|1413|64|52|430|230|40|1|3|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|676.0000|69.0000|27.0000|49.9444|138.4680|154.0270|58.8160|26.5587|41935.6026|231.0716|600.0564|209.3220|422.7788|231.0716|1288.1958|1391.0796|34.1997|20.5351|23119.0000|2.2571|4.8861|0.9260|186.1261|4.5940|0.0000|0.3058|0.4133|0.0000|1162.5000|676.0000|41935.6026|-40.0000|55.0000|2021-10-21T03:26:21.984|294-032502 st2 4 juni 2021 50 m halv_000001.tif|76DA58AA-14AC-4994-AB9B-EC62A6A09388
116|1103|1413|36|32|958|1833|41|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|691.0000|37.0000|26.0000|31.1111|98.4264|94.4862|34.7777|25.4485|43035.8066|234.0831|302.3540|200.0188|247.5685|234.0831|915.6805|837.1593|37.9320|23.8727|26211.0000|1.1157|1.0000|1.0938|95.4535|4.7040|0.7632|0.8703|0.9475|0.0000|662.5000|691.0000|43035.8066|40.0000|-50.0000|2021-10-21T03:26:22.095|294-032502 st2 4 juni 2021 50 m halv_000001.tif|62CE4853-F679-4B0C-84F7-669D0AADC39C
117|1141|1413|33|32|430|1477|41|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|473.0000|31.0000|26.0000|28.6944|101.2548|86.7339|28.3943|22.7376|27300.9114|186.4419|246.5348|200.0188|225.0858|186.4419|941.9940|765.0382|34.4017|20.9645|16272.0000|1.7249|3.0959|1.2313|147.7727|4.7040|0.6699|0.4898|0.9103|0.0000|512.5000|473.0000|27300.9114|-70.0000|40.0000|2021-10-21T03:26:22.095|294-032502 st2 4 juni 2021 50 m halv_000001.tif|112BEBB4-92E7-4293-A437-ED0D785AFA48
118|0|1744|49|75|805|1460|41|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|1928.0000|72.0000|45.0000|61.2222|242.2082|189.0752|68.4804|40.5843|137932.6271|419.0719|627.9660|376.7796|527.6982|419.0719|2253.3109|1717.1400|38.2303|27.4574|73708.0000|2.4214|5.4225|1.3122|176.7826|4.7040|0.3722|0.4433|0.7748|0.0000|2371.5000|1928.0000|137932.6271|-85.0000|0.0000|2021-10-21T03:26:22.095|294-032502 st2 4 juni 2021 50 m halv_000001.tif|A571D414-E78D-4423-9B96-DF278B19CDDE
119|51|1744|81|67|664|1385|41|1|2|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|1015.0000|89.0000|46.0000|70.1944|253.5807|217.1405|73.5392|29.4237|67231.2479|292.5773|786.1204|386.0828|611.1686|292.5773|2359.1123|1978.2374|57.1202|22.1187|57977.0000|5.0415|13.7656|1.1925|102.6933|4.7040|0.0000|0.2779|0.4120|0.0000|2478.0000|1015.0000|67231.2479|40.0000|-50.0000|2021-10-21T03:26:22.095|294-032502 st2 4 juni 2021 50 m halv_000001.tif|CB87FB32-3349-4718-99C7-89680600A5D1
120|134|1744|51|34|520|1375|41|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|820.0000|51.0000|24.0000|39.3056|131.6396|120.1953|51.4830|21.5821|52579.2913|258.7393|432.5988|181.4124|323.8030|258.7393|1224.6696|1076.3367|34.1476|21.1933|28001.0000|1.6817|2.9435|1.1378|190.4513|4.7040|0.3127|0.6894|0.6701|0.0000|895.5000|820.0000|52579.2913|20.0000|-75.0000|2021-10-21T03:26:22.095|294-032502 st2 4 juni 2021 50 m halv_000001.tif|B3E1438B-D8B8-41FD-AC0A-FFD84D0770A4
121|187|1744|27|29|162|1239|41|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|431.0000|26.0000|22.0000|24.2778|76.1838|72.9518|24.9795|22.0626|24347.8863|176.0701|200.0188|162.8060|183.9966|176.0701|708.7528|636.8211|29.1926|17.7458|12582.0000|1.0716|1.0000|1.1130|198.8923|4.7040|0.8840|0.8331|0.9881|0.0000|411.5000|431.0000|24347.8863|-85.0000|-25.0000|2021-10-21T03:26:22.095|294-032502 st2 4 juni 2021 50 m halv_000001.tif|69670266-848B-4027-9AB7-245BA21D763A
122|216|1744|50|72|869|1174|41|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|938.0000|75.0000|35.0000|56.7222|206.9949|175.2102|69.6639|32.1884|61417.6043|279.6414|655.8756|283.7476|485.8338|285.7530|1925.7154|1588.1514|54.5736|21.0290|51190.0000|3.5007|8.8851|1.2126|162.6348|4.7040|0.0504|0.3912|0.4212|0.0000|1677.5000|974.0000|64131.4902|55.0000|-45.0000|2021-10-21T03:26:22.095|294-032502 st2 4 juni 2021 50 m halv_000001.tif|0F96EDB0-BDE0-40BC-AD24-B556A2928700
123|268|1744|72|56|996|1040|41|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|1567.0000|71.0000|45.0000|59.8333|276.5929|184.7810|55.1900|44.0595|109672.9577|373.6843|618.6628|376.7796|514.7771|373.6843|2573.1993|1677.1906|30.5756|24.9733|47912.0000|3.8851|10.1065|1.5342|171.5212|4.7040|0.1366|0.0809|0.8001|0.0000|2196.5000|1567.0000|109672.9577|-45.0000|65.0000|2021-10-21T03:26:22.095|294-032502 st2 4 juni 2021 50 m halv_000001.tif|ADC630FB-34C2-42ED-B103-6D5CA96CF6C3
124|342|1744|77|70|317|1010|41|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|2063.0000|75.0000|52.0000|66.5000|261.6224|205.8637|70.9093|41.6448|148573.5545|434.9365|655.8756|441.9020|576.7984|435.9754|2433.9252|1873.3264|28.1440|20.3503|58061.0000|2.6288|6.0944|1.2993|160.4469|4.7040|0.4022|0.5495|0.7802|0.0000|2787.0000|2072.0000|149284.1812|60.0000|-55.0000|2021-10-21T03:26:22.095|294-032502 st2 4 juni 2021 50 m halv_000001.tif|891EEB50-EFCB-403F-8EF4-1AEBC56FBE93
125|421|1744|191|104|521|681|41|1|2|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|5893.0000|189.0000|87.0000|144.9167|677.2102|452.1532|242.3797|70.4568|458419.6631|763.9882|1716.4404|767.5140|1306.3243|763.9882|6300.2223|4164.6070|28.3932|22.8260|167321.0000|6.1930|17.3984|1.5128|174.3147|4.7040|0.0000|0.3284|0.2355|0.0000|12263.5000|5893.0000|458419.6631|-15.0000|75.0000|2021-10-21T03:26:22.095|294-032502 st2 4 juni 2021 50 m halv_000001.tif|DA7D3C64-C172-47AA-BFE8-A1C9A9536DA6
126|614|1744|41|52|934|556|41|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|1152.0000|50.0000|36.0000|42.9722|148.3675|131.8161|47.0792|32.2246|77651.2397|314.4338|423.2956|293.0508|357.9148|314.4338|1380.2928|1184.4472|47.2422|28.1346|54423.0000|1.5206|2.3519|1.1653|124.8571|4.7040|0.6174|0.6699|0.9013|0.0000|1238.0000|1152.0000|77651.2397|-75.0000|-5.0000|2021-10-21T03:26:22.095|294-032502 st2 4 juni 2021 50 m halv_000001.tif|F34C6352-8AEF-4EC7-801A-B3BBECC70282
127|657|1744|84|59|394|458|41|1|3|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|981.0000|81.0000|51.0000|64.4444|304.5929|198.9088|66.2946|41.3146|64660.0577|286.9281|711.6948|432.5988|557.6752|286.9281|2833.6889|1808.6235|38.3344|24.0885|37606.0000|7.5259|21.5971|1.5668|162.4053|4.7040|0.0700|0.4741|0.4094|0.0000|2502.5000|981.0000|64660.0577|5.0000|65.0000|2021-10-21T03:26:22.095|294-032502 st2 4 juni 2021 50 m halv_000001.tif|F0CB1961-4C6C-4860-BABA-1EFE3FF69272
128|743|1744|63|162|341|140|41|1|7|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|1533.0000|154.0000|49.0000|104.7778|398.7351|325.9052|72.4918|43.6716|107028.3598|369.1514|1390.8284|413.9924|932.9042|373.0208|3709.5120|2990.0971|52.0633|25.5251|79813.0000|8.0999|23.4038|1.2406|83.5593|4.7040|0.0000|0.1387|0.5554|0.0000|4406.5000|1562.0000|109283.8420|-85.0000|20.0000|2021-10-21T03:26:22.095|294-032502 st2 4 juni 2021 50 m halv_000001.tif|4C07BD91-7C17-4EC7-98E5-D643BD4A5D53
129|808|1744|34|51|457|77|41|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|459.0000|55.0000|21.0000|38.8611|147.7817|118.6818|51.8275|18.4777|26313.0744|183.0378|469.8116|153.5028|319.6683|183.0378|1374.8431|1062.2563|47.0959|21.1731|21617.0000|3.7863|9.7930|1.2943|163.0400|4.7040|0.0464|0.0863|0.3861|0.0000|698.0000|459.0000|26313.0744|-60.0000|20.0000|2021-10-21T03:26:22.095|294-032502 st2 4 juni 2021 50 m halv_000001.tif|406FF0F5-78A8-4436-8B8E-8850C23724C0
130|844|1744|35|23|608|65|41|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|425.0000|32.0000|19.0000|25.3889|80.1838|76.9474|30.4539|18.0122|23928.6938|174.5479|255.8380|134.8964|194.3335|174.5479|745.9656|673.9924|36.5906|21.5452|15551.0000|1.2039|1.0000|1.1068|148.5652|4.7040|0.6423|0.8545|0.8645|0.0000|404.5000|425.0000|23928.6938|10.0000|-90.0000|2021-10-21T03:26:22.095|294-032502 st2 4 juni 2021 50 m halv_000001.tif|FA1EF4D9-0F5C-4913-AD5E-10F183DF4921
131|881|1744|47|29|401|1891|42|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|923.0000|44.0000|26.0000|38.6111|124.1838|118.3513|43.8928|28.2018|60289.0914|277.0604|367.4764|200.0188|317.3425|277.0604|1155.3064|1059.1815|24.9599|14.3933|23038.0000|1.3296|1.5185|1.0908|62.1858|4.8130|0.5774|0.7004|0.8635|0.0000|900.5000|923.0000|60289.0914|-15.0000|-90.0000|2021-10-21T03:26:22.207|294-032502 st2 4 juni 2021 50 m halv_000001.tif|E91FFD96-FE3C-4182-AADA-966F5D0106D8
132|930|1744|54|73|157|1767|42|1|4|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|1220.0000|72.0000|45.0000|59.3056|228.0660|182.7897|66.8320|37.5162|82855.0018|324.7988|627.9660|376.7796|509.8670|324.7988|2121.7438|1658.6646|35.8877|21.0261|43783.0000|3.3927|8.5416|1.2792|107.5990|4.8130|0.0980|0.0629|0.5289|0.0000|2168.5000|1220.0000|82855.0018|-70.0000|20.0000|2021-10-21T03:26:22.207|294-032502 st2 4 juni 2021 50 m halv_000001.tif|B22219C0-9953-48BF-AA51-AA7E77D90C89
133|986|1744|53|88|788|1676|42|1|2|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|2057.0000|86.0000|45.0000|67.7222|303.1371|209.5892|88.3050|34.7081|148099.8862|434.2426|758.2108|376.7796|588.1690|434.2426|2820.1449|1907.9862|32.6184|25.9023|67096.0000|3.5550|9.0578|1.4781|139.4074|4.8130|0.1299|0.2966|0.5819|0.0000|2668.5000|2057.0000|148099.8862|-70.0000|20.0000|2021-10-21T03:26:22.207|294-032502 st2 4 juni 2021 50 m halv_000001.tif|E1FA469D-3501-4E3C-938F-66F12DF27465
134|1041|1744|66|75|511|1642|42|1|3|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|1838.0000|69.0000|49.0000|61.9444|245.5219|191.7171|54.3282|51.0110|130859.0994|408.1850|600.0564|413.9924|534.4172|408.1850|2284.1390|1741.7182|30.0098|22.2439|55158.0000|2.6099|6.0335|1.3114|119.1449|4.8130|0.3558|0.1940|0.8428|0.0000|2639.5000|1838.0000|130859.0994|-90.0000|40.0000|2021-10-21T03:26:22.207|294-032502 st2 4 juni 2021 50 m halv_000001.tif|6505E8EA-37D0-4B36-8146-04ED7C71B4BB
135|1109|1744|35|38|308|1455|42|1|1|0|9.3032|4.5000|0|0.0000|0.0000|0.0000|752.0000|35.0000|30.0000|32.9722|114.3259|100.5278|31.8549|31.3796|47531.3011|246.0056|283.7476|237.2316|264.8828|246.0056|1063.5967|893.3659|51.5984|18.8377|38802.0000|1.3831|1.7850|1.1905|159.2525|4.8130|0.7586|0.8109|0.9578|0.0000|774.0000|752.0000|47531.3011|25.0000|-30.0000|2021-10-21T03:26:22.207|294-032502 st2 4 juni 2021 50 m halv_000001.tif|5F616153-A210-4E32-8789-F020EC20C10E
